Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Critic_Score_Class
PC,Strategy,Microsoft Game Studios,"0,01","0,04",0,"0,01","0,06",E10+,Aceptable
PS2,Role-Playing,Tecmo Koei,"0,03","0,02",0,"0,01","0,06",E10+,Aceptable
PC,Action,Warner Bros. Interactive Entertainment,"0,02","0,04",0,0,"0,06",E10+,Aceptable
DS,Role-Playing,Nobilis,"0,06",0,0,0,"0,06",E,Malo
X360,Racing,Nordic Games,"0,03","0,02",0,"0,01","0,06",E,Malo
PS2,Shooter,Interplay,"0,03","0,02",0,"0,01","0,06",T,Bueno
PS2,Adventure,Atari,"0,03","0,02",0,"0,01","0,06",M,Malo
PS2,Misc,TDK Mediactive,"0,03","0,02",0,"0,01","0,06",E,Aceptable
PS3,Role-Playing,Aksys Games,"0,03",0,"0,02","0,01","0,06",T,Aceptable
X,Action,Ubisoft,"0,05","0,01",0,0,"0,06",M,Bueno
DS,Simulation,Electronic Arts,0,"0,02","0,03",0,"0,06",E,Bueno
PC,Adventure,Focus Home Interactive,0,"0,05",0,"0,01","0,06",E10+,Bueno
PC,Racing,Activision,"0,01","0,04",0,"0,01","0,06",E10+,Excelente
X,Adventure,Take-Two Interactive,"0,05","0,01",0,0,"0,06",M,Bueno
Wii,Adventure,Koch Media,"0,04","0,01",0,0,"0,06",T,Aceptable
Wii,Role-Playing,Sega,"0,05",0,0,0,"0,06",T,Malo
GC,Platform,Acclaim Entertainment,"0,05","0,01",0,0,"0,06",T,Bueno
PC,Shooter,Midway Games,0,"0,05",0,"0,01","0,06",M,Excelente
GC,Sports,Konami Digital Entertainment,"0,05","0,01",0,0,"0,06",E,Malo
PC,Shooter,Activision,0,"0,05",0,"0,01","0,06",T,Excelente
XOne,Action,Activision,"0,04","0,01",0,"0,01","0,06",T,Malo
DS,Puzzle,Square Enix,"0,06",0,0,0,"0,06",E,Aceptable
X,Shooter,Atari,"0,05","0,01",0,0,"0,06",T,Aceptable
DS,Shooter,SouthPeak Games,"0,05",0,0,0,"0,06",E,Bueno
X,Shooter,Take-Two Interactive,"0,05","0,01",0,0,"0,06",M,Bueno
PC,Action,Capcom,"0,04","0,02",0,"0,01","0,06",M,Aceptable
PS2,Misc,Ubisoft,"0,03","0,02",0,"0,01","0,06",E,Aceptable
PC,Role-Playing,Atari,0,"0,05",0,"0,01","0,06",M,Excelente
PC,Shooter,Namco Bandai Games,0,"0,05",0,"0,01","0,06",M,Excelente
PSP,Shooter,Konami Digital Entertainment,"0,05",0,0,"0,01","0,06",T,Malo
PSV,Racing,Sony Computer Entertainment,0,"0,05",0,"0,01","0,06",E,Bueno
PC,Action,Electronic Arts,"0,04","0,01",0,"0,01","0,06",E,Malo
PS2,Shooter,Eidos Interactive,"0,03","0,02",0,"0,01","0,06",T,Malo
PS2,Shooter,Namco Bandai Games,"0,03","0,02",0,"0,01","0,06",T,Malo
DS,Strategy,Ubisoft,"0,05","0,01",0,0,"0,06",E,Aceptable
GBA,Fighting,Sammy Corporation,"0,04","0,02",0,0,"0,06",T,Aceptable
PSP,Role-Playing,Mercury Games,"0,05",0,0,0,"0,06",T,Malo
3DS,Role-Playing,Marvelous Entertainment,0,0,"0,06",0,"0,06",T,Aceptable
GBA,Platform,THQ,"0,04","0,02",0,0,"0,06",E,Malo
GBA,Adventure,BAM! Entertainment,"0,04","0,02",0,0,"0,06",T,Excelente
GC,Action,Capcom,"0,05","0,01",0,0,"0,06",M,Aceptable
PS2,Action,Tecmo Koei,"0,03","0,02",0,"0,01","0,06",M,Aceptable
X,Strategy,Sega,"0,04","0,01",0,0,"0,06",T,Aceptable
PC,Fighting,Capcom,0,"0,06",0,0,"0,06",T,Bueno
PC,Role-Playing,Ascaron Entertainment GmbH,0,"0,05",0,"0,01","0,06",M,Bueno
X360,Action,Little Orbit,0,"0,05",0,0,"0,06",E10+,Malo
PSP,Role-Playing,Ignition Entertainment,"0,05",0,0,0,"0,06",E,Aceptable
PS2,Shooter,3DO,"0,03","0,02",0,"0,01","0,06",T,Malo
DS,Adventure,Arc System Works,"0,05",0,0,0,"0,06",M,Aceptable
DS,Action,Konami Digital Entertainment,"0,05",0,0,0,"0,06",E,Malo
X360,Action,Eidos Interactive,"0,05",0,0,0,"0,06",T,Malo
PSP,Role-Playing,Idea Factory,"0,05",0,0,"0,01","0,06",T,Malo
X,Action,Disney Interactive Studios,"0,04","0,01",0,0,"0,06",T,Aceptable
PS2,Racing,Namco Bandai Games,"0,03","0,02",0,"0,01","0,06",T,Malo
PS3,Action,Ignition Entertainment,"0,05",0,0,0,"0,06",M,Malo
X360,Shooter,Activision,"0,05",0,0,0,"0,06",T,Malo
XOne,Action,Tecmo Koei,"0,04","0,02",0,"0,01","0,06",T,Malo
GBA,Racing,Zoo Digital Publishing,"0,04","0,02",0,0,"0,06",E,Excelente
X360,Shooter,Namco Bandai Games,"0,03","0,02",0,"0,01","0,06",M,Malo
PC,Racing,Electronic Arts,0,"0,05",0,"0,01","0,06",E,Excelente
PC,Strategy,Microsoft Game Studios,0,"0,05",0,"0,01","0,06",E,Bueno
PSP,Action,Atari,"0,05",0,0,"0,01","0,06",E,Bueno
X360,Action,SouthPeak Games,"0,05","0,01",0,0,"0,06",E10+,Malo
X,Action,Tecmo Koei,"0,04","0,01",0,0,"0,06",T,Bueno
PS2,Shooter,Ubisoft,"0,03","0,02",0,"0,01","0,06",T,Malo
PS2,Shooter,Eidos Interactive,"0,03","0,02",0,"0,01","0,06",M,Bueno
Wii,Puzzle,Rising Star Games,"0,04","0,02",0,0,"0,06",E,Bueno
GC,Action,Capcom,"0,04","0,01",0,0,"0,06",M,Malo
PC,Racing,Codemasters,0,"0,05",0,0,"0,06",E,Aceptable
XOne,Role-Playing,Deep Silver,"0,04","0,01",0,"0,01","0,06",M,Bueno
X,Action,Electronic Arts,"0,04","0,01",0,0,"0,06",T,Malo
PS4,Sports,Nordic Games,0,"0,05",0,"0,01","0,06",E,Malo
X360,Action,505 Games,"0,03","0,02",0,0,"0,06",T,Malo
X360,Action,Tecmo Koei,"0,04",0,"0,01",0,"0,06",T,Malo
PS2,Role-Playing,Nippon Ichi Software,"0,03","0,02",0,"0,01","0,06",E10+,Aceptable
GBA,Role-Playing,Konami Digital Entertainment,"0,04","0,02",0,0,"0,06",E,Bueno
PSP,Action,Activision,"0,05",0,0,"0,01","0,06",M,Bueno
DS,Sports,Electronic Arts,"0,05",0,0,0,"0,06",E,Excelente
X,Action,SCi,"0,04","0,01",0,0,"0,06",M,Aceptable
GC,Action,Ubisoft,"0,04","0,01",0,0,"0,06",M,Aceptable
PC,Shooter,THQ,"0,01","0,04",0,"0,01","0,06",M,Excelente
Wii,Fighting,Ignition Entertainment,"0,05",0,0,0,"0,06",T,Bueno
DS,Shooter,Majesco Entertainment,"0,05",0,0,0,"0,06",E,Bueno
X360,Simulation,Kalypso Media,"0,03","0,02",0,0,"0,06",T,Bueno
WiiU,Platform,Namco Bandai Games,"0,03","0,02",0,"0,01","0,06",E10+,Malo
PS2,Action,Sega,"0,03","0,02",0,"0,01","0,06",T,Malo
PS4,Sports,Ubisoft,0,"0,05",0,"0,01","0,06",E,Malo
GC,Role-Playing,Activision,"0,04","0,01",0,0,"0,06",T,Aceptable
GC,Sports,Acclaim Entertainment,"0,04","0,01",0,0,"0,06",T,Excelente
GC,Action,Capcom,"0,04","0,01",0,0,"0,06",T,Aceptable
DS,Action,Activision,"0,05","0,01",0,0,"0,06",E10+,Malo
PSP,Role-Playing,Atari,"0,05",0,0,0,"0,06",E10+,Aceptable
PC,Simulation,Electronic Arts,"0,01","0,04",0,"0,01","0,06",T,Excelente
PSP,Role-Playing,Midas Interactive Entertainment,"0,05",0,0,0,"0,06",T,Aceptable
XOne,Adventure,Telltale Games,"0,04","0,01",0,"0,01","0,06",M,Aceptable
PC,Action,Electronic Arts,"0,01","0,04",0,"0,01","0,06",E,Aceptable
PS2,Misc,Mastiff,"0,03","0,02",0,"0,01","0,06",T,Bueno
X,Shooter,Ubisoft,"0,04","0,01",0,0,"0,06",M,Malo
PC,Action,Capcom,0,"0,05",0,0,"0,06",M,Aceptable
DS,Action,SouthPeak Games,"0,05",0,0,0,"0,06",E10+,Aceptable
PC,Strategy,1C Company,"0,01","0,04",0,"0,01","0,06",T,Bueno
3DS,Platform,Rising Star Games,"0,02",0,"0,03",0,"0,06",E10+,Excelente
X,Sports,Electronic Arts,"0,04","0,01",0,0,"0,06",E,Aceptable
PC,Shooter,Codemasters,"0,02","0,03",0,"0,01","0,06",M,Bueno
PC,Action,Electronic Arts,0,"0,05",0,"0,01","0,06",M,Bueno
PS4,Action,Capcom,"0,03",0,"0,01","0,01","0,06",M,Bueno
X360,Racing,Deep Silver,"0,04","0,01",0,"0,01","0,06",M,Malo
X360,Misc,Gamecock,"0,05",0,0,0,"0,06",T,Malo
X360,Action,Tecmo Koei,0,"0,04","0,01","0,01","0,06",M,Malo
GC,Shooter,Ubisoft,"0,04","0,01",0,0,"0,06",M,Aceptable
PC,Role-Playing,THQ,"0,01","0,04",0,"0,01","0,06",T,Bueno
PS2,Racing,Atari,"0,03","0,02",0,"0,01","0,06",E,Excelente
PC,Role-Playing,JoWood Productions,0,"0,05",0,"0,01","0,06",T,Aceptable
PC,Platform,Electronic Arts,0,"0,05",0,"0,01","0,06",T,Excelente
GC,Strategy,Sega,"0,04","0,01",0,0,"0,06",E,Malo
DS,Role-Playing,Success,"0,05",0,0,0,"0,06",T,Aceptable
Wii,Misc,Eidos Interactive,"0,05",0,0,0,"0,05",E,Malo
PS2,Action,Capcom,"0,03","0,02",0,"0,01","0,05",M,Malo
X,Racing,Acclaim Entertainment,"0,04","0,01",0,0,"0,05",E,Aceptable
GBA,Strategy,Atari,"0,04","0,01",0,0,"0,05",E10+,Bueno
PC,Racing,Codemasters,0,"0,05",0,"0,01","0,05",E,Excelente
X,Action,Acclaim Entertainment,"0,04","0,01",0,0,"0,05",M,Aceptable
PS3,Shooter,City Interactive,"0,01","0,04",0,"0,01","0,05",M,Malo
PS2,Puzzle,Capcom,"0,03","0,02",0,"0,01","0,05",E,Bueno
Wii,Action,D3Publisher,"0,05",0,0,0,"0,05",E10+,Malo
GBA,Simulation,"Destination Software, Inc","0,04","0,01",0,0,"0,05",T,Aceptable
PS2,Action,Atari,"0,03","0,02",0,"0,01","0,05",M,Aceptable
X,Sports,Sega,"0,04","0,01",0,0,"0,05",E,Excelente
Wii,Action,Sega,"0,05",0,0,0,"0,05",T,Malo
PC,Role-Playing,Square Enix,0,"0,05",0,0,"0,05",M,Excelente
XOne,Shooter,Capcom,"0,05",0,0,"0,01","0,05",M,Aceptable
PC,Shooter,Square Enix,"0,05",0,0,0,"0,05",T,Aceptable
X,Action,Tecmo Koei,"0,04","0,01",0,0,"0,05",T,Aceptable
PC,Simulation,Kalypso Media,0,"0,04",0,"0,01","0,05",E,Malo
PC,Action,Square Enix,0,"0,05",0,0,"0,05",M,Malo
PS4,Adventure,Nippon Ichi Software,"0,04",0,0,"0,01","0,05",T,Bueno
PS2,Shooter,Sony Computer Entertainment,"0,03","0,02",0,"0,01","0,05",E,Bueno
GBA,Role-Playing,Taito,"0,04","0,01",0,0,"0,05",E,Bueno
X,Sports,Electronic Arts,"0,04","0,01",0,0,"0,05",E,Bueno
GC,Role-Playing,Ubisoft,"0,04","0,01",0,0,"0,05",E,Malo
PS4,Shooter,Gearbox Software,"0,04",0,0,"0,01","0,05",M,Bueno
PC,Simulation,Ubisoft,0,"0,04",0,"0,01","0,05",T,Aceptable
X,Sports,Midway Games,"0,04","0,01",0,0,"0,05",E,Bueno
PSP,Platform,Konami Digital Entertainment,"0,05",0,0,0,"0,05",T,Aceptable
DS,Role-Playing,Graffiti,"0,05",0,0,0,"0,05",E,Malo
PC,Shooter,Electronic Arts,0,"0,04",0,"0,01","0,05",T,Bueno
X,Sports,Activision,"0,04","0,01",0,0,"0,05",E,Excelente
PS2,Action,Namco Bandai Games,"0,03","0,02",0,"0,01","0,05",T,Aceptable
GBA,Platform,Nintendo,"0,04","0,01",0,0,"0,05",E,Excelente
DS,Role-Playing,Nippon Ichi Software,"0,05",0,0,0,"0,05",E,Aceptable
GC,Sports,Sega,"0,01",0,"0,03",0,"0,05",E,Malo
X360,Sports,Electronic Arts,"0,04","0,01",0,0,"0,05",E,Bueno
DS,Action,Playlogic Game Factory,"0,05",0,0,0,"0,05",E10+,Malo
PC,Action,Bethesda Softworks,"0,03","0,01",0,0,"0,05",M,Aceptable
X,Action,Sega,"0,04","0,01",0,0,"0,05",T,Bueno
PS2,Action,JoWood Productions,"0,03","0,02",0,"0,01","0,05",E10+,Bueno
X360,Fighting,Konami Digital Entertainment,"0,05",0,0,0,"0,05",T,Malo
GC,Platform,Gotham Games,"0,04","0,01",0,0,"0,05",E,Aceptable
PC,Action,Ubisoft,0,"0,04",0,"0,01","0,05",T,Aceptable
X,Role-Playing,Avalon Interactive,"0,04","0,01",0,0,"0,05",M,Aceptable
X,Racing,Codemasters,"0,04","0,01",0,0,"0,05",E,Bueno
PC,Shooter,Deep Silver,"0,02","0,03",0,0,"0,05",M,Malo
PC,Fighting,Warner Bros. Interactive Entertainment,"0,01","0,04",0,0,"0,05",M,Bueno
PS2,Racing,Sony Computer Entertainment,"0,03","0,02",0,"0,01","0,05",E,Aceptable
PC,Simulation,Paradox Interactive,0,"0,04",0,"0,01","0,05",E,Aceptable
PS2,Adventure,3DO,"0,03","0,02",0,"0,01","0,05",T,Malo
PC,Role-Playing,DTP Entertainment,0,"0,04",0,"0,01","0,05",T,Aceptable
PSP,Fighting,SouthPeak Games,"0,05",0,0,0,"0,05",T,Malo
X360,Role-Playing,Deep Silver,"0,03","0,02",0,0,"0,05",M,Malo
X360,Shooter,505 Games,"0,05",0,0,0,"0,05",M,Malo
GBA,Role-Playing,Atari,"0,04","0,01",0,0,"0,05",E10+,Aceptable
GBA,Sports,Electronic Arts,"0,04","0,01",0,0,"0,05",E,Excelente
PC,Shooter,Take-Two Interactive,0,"0,05",0,0,"0,05",M,Aceptable
PS4,Adventure,PQube,0,0,"0,05",0,"0,05",M,Excelente
PSP,Shooter,Ignition Entertainment,"0,02",0,"0,02","0,01","0,05",T,Bueno
GC,Misc,Electronic Arts,"0,04","0,01",0,0,"0,05",E,Malo
DS,Shooter,Codemasters,"0,03","0,01",0,0,"0,05",E,Bueno
DS,Role-Playing,Sting,"0,05",0,0,0,"0,05",E10+,Aceptable
X,Simulation,Phantagram,"0,03","0,01","0,01",0,"0,05",T,Bueno
PS2,Sports,Tecmo Koei,"0,02","0,02",0,"0,01","0,05",E,Malo
DC,Shooter,Sega,0,0,"0,05",0,"0,05",M,Excelente
Wii,Misc,Atari,"0,05",0,0,0,"0,05",E,Malo
DS,Action,From Software,"0,03",0,"0,01",0,"0,05",T,Malo
GC,Misc,TDK Mediactive,"0,04","0,01",0,0,"0,05",E,Malo
GC,Adventure,Codemasters,"0,04","0,01",0,0,"0,05",T,Bueno
GBA,Puzzle,Sega,"0,04","0,01",0,0,"0,05",E,Excelente
PC,Puzzle,PopCap Games,"0,01","0,04",0,"0,01","0,05",E,Bueno
GC,Fighting,Konami Digital Entertainment,0,0,"0,05",0,"0,05",T,Aceptable
DS,Racing,Codemasters,"0,04",0,0,0,"0,05",E,Bueno
PC,Strategy,Kalypso Media,0,"0,05",0,0,"0,05",T,Aceptable
DS,Puzzle,Rising Star Games,"0,04",0,0,0,"0,05",E,Aceptable
PS3,Misc,Gamecock,"0,05",0,0,0,"0,05",T,Malo
X,Action,Acclaim Entertainment,"0,04","0,01",0,0,"0,05",T,Aceptable
PS2,Racing,Sega,"0,02","0,01","0,01",0,"0,05",E,Excelente
X,Role-Playing,Mindscape,"0,04","0,01",0,0,"0,05",M,Bueno
3DS,Action,Rising Star Games,"0,03","0,02",0,0,"0,05",E,Malo
X360,Misc,505 Games,0,"0,05",0,0,"0,05",E10+,Bueno
DS,Fighting,Majesco Entertainment,"0,05",0,0,0,"0,05",T,Aceptable
GC,Sports,THQ,"0,04","0,01",0,0,"0,05",T,Aceptable
PC,Shooter,LucasArts,0,"0,04",0,"0,01","0,05",T,Bueno
GBA,Puzzle,Activision,"0,04","0,01",0,0,"0,05",E,Bueno
PC,Strategy,PopCap Games,0,"0,04",0,"0,01","0,05",E10+,Excelente
PC,Shooter,Electronic Arts,0,"0,04",0,0,"0,05",E10+,Excelente
PSP,Puzzle,D3Publisher,"0,04",0,0,0,"0,05",E,Bueno
DS,Adventure,Deep Silver,"0,04","0,01",0,0,"0,05",T,Bueno
PS2,Platform,Midas Interactive Entertainment,"0,02","0,02",0,"0,01","0,05",T,Aceptable
PC,Racing,Codemasters,0,"0,04",0,"0,01","0,05",T,Excelente
PS4,Action,Deep Silver,0,"0,04",0,"0,01","0,05",M,Aceptable
PC,Shooter,505 Games,"0,04",0,0,"0,01","0,05",M,Bueno
PS2,Platform,DreamCatcher Interactive,"0,02","0,02",0,"0,01","0,05",E,Aceptable
Wii,Misc,Taito,"0,05",0,0,0,"0,05",E10+,Malo
GC,Sports,Vivendi Games,"0,04","0,01",0,0,"0,05",E,Aceptable
3DS,Action,Warner Bros. Interactive Entertainment,0,"0,05",0,0,"0,05",E,Malo
PS4,Role-Playing,Ubisoft,0,"0,01","0,04",0,"0,05",E10+,Excelente
PS2,Racing,Titus,"0,02","0,02",0,"0,01","0,05",E,Malo
PC,Shooter,Mastertronic,0,"0,04",0,"0,01","0,05",M,Bueno
PS2,Role-Playing,Namco Bandai Games,"0,02","0,02",0,"0,01","0,05",E10+,Aceptable
PS2,Strategy,Tecmo Koei,"0,01","0,01","0,03",0,"0,05",E10+,Bueno
PC,Strategy,THQ,"0,01","0,03",0,"0,01","0,05",M,Excelente
PC,Simulation,Microsoft Game Studios,"0,02","0,02",0,"0,01","0,05",T,Excelente
X360,Sports,Navarre Corp,"0,04",0,0,0,"0,05",T,Malo
X,Action,Konami Digital Entertainment,"0,04","0,01",0,0,"0,05",M,Malo
X,Sports,Electronic Arts,"0,04","0,01",0,0,"0,05",E,Bueno
GBA,Racing,Activision,"0,03","0,01",0,0,"0,05",E,Excelente
PC,Action,Activision,"0,02","0,03",0,"0,01","0,05",E10+,Aceptable
PS,Platform,ESP,"0,03","0,02",0,0,"0,05",E,Aceptable
PSP,Action,Tecmo Koei,"0,04",0,0,0,"0,05",T,Malo
PC,Racing,Electronic Arts,0,"0,04",0,"0,01","0,05",E10+,Bueno
PS2,Sports,Electronic Arts,"0,02","0,02",0,"0,01","0,05",E,Aceptable
X,Action,Microsoft Game Studios,"0,04","0,01",0,0,"0,05",M,Excelente
X360,Strategy,Electronic Arts,0,"0,04",0,0,"0,05",T,Bueno
GC,Sports,Electronic Arts,"0,04","0,01",0,0,"0,05",E,Bueno
X,Racing,Codemasters,"0,04","0,01",0,0,"0,05",E,Excelente
PS,Strategy,Tecmo Koei,"0,03","0,02",0,0,"0,05",E,Bueno
XOne,Adventure,505 Games,"0,04","0,01",0,0,"0,05",T,Excelente
PC,Strategy,Vivendi Games,0,"0,04",0,"0,01","0,05",T,Excelente
PS4,Strategy,Tecmo Koei,"0,04",0,0,"0,01","0,05",T,Excelente
GC,Role-Playing,THQ,"0,04","0,01",0,0,"0,05",T,Bueno
PS3,Action,Capcom,"0,01","0,03",0,"0,01","0,05",E,Bueno
PC,Strategy,Team17 Software,0,"0,04",0,"0,01","0,05",E10+,Bueno
PC,Strategy,Activision,0,"0,04",0,"0,01","0,05",T,Excelente
3DS,Action,Nippon Ichi Software,"0,04",0,0,0,"0,05",E10+,Malo
PC,Racing,Electronic Arts,0,"0,04",0,"0,01","0,05",E,Excelente
PS2,Sports,Jaleco,"0,02","0,02",0,"0,01","0,05",E,Aceptable
X,Fighting,Microsoft Game Studios,"0,04","0,01",0,0,"0,05",T,Malo
PSP,Misc,Sony Computer Entertainment,"0,04",0,0,0,"0,05",T,Malo
PSP,Sports,Sega,"0,02","0,02",0,"0,01","0,05",E,Bueno
PC,Shooter,Ubisoft,0,"0,04",0,"0,01","0,05",M,Excelente
PSP,Adventure,Namco Bandai Games,"0,04",0,0,0,"0,05",E10+,Bueno
DS,Adventure,Mastiff,"0,04",0,0,0,"0,05",T,Bueno
PC,Strategy,Gaslamp Games,0,"0,04",0,0,"0,05",RP,Malo
X,Shooter,Majesco Entertainment,"0,04","0,01",0,0,"0,05",M,Bueno
PC,Simulation,Paradox Interactive,0,"0,04",0,"0,01","0,05",E,Malo
PS,Role-Playing,Max Five,"0,03","0,02",0,0,"0,05",E,Aceptable
X,Action,Jaleco,"0,03","0,01",0,0,"0,05",T,Malo
PS,Shooter,Namco Bandai Games,"0,03","0,02",0,0,"0,05",T,Bueno
PC,Simulation,Electronic Arts,"0,01","0,03",0,"0,01","0,05",T,Excelente
PSP,Role-Playing,Konami Digital Entertainment,"0,04",0,0,0,"0,05",E10+,Aceptable
PC,Sports,Electronic Arts,0,"0,04",0,"0,01","0,05",E,Bueno
GC,Shooter,Ubisoft,"0,04","0,01",0,0,"0,05",M,Bueno
PC,Sports,Electronic Arts,0,"0,03",0,"0,01","0,05",E,Bueno
PS2,Misc,THQ,"0,02","0,02",0,"0,01","0,05",E,Excelente
PC,Strategy,Microsoft Game Studios,"0,02","0,02",0,"0,01","0,05",T,Excelente
PS4,Action,Capcom,"0,02",0,"0,02","0,01","0,05",M,Excelente
DS,Action,Game Factory,"0,03","0,01",0,0,"0,05",E10+,Aceptable
X360,Sports,Activision Value,"0,04",0,0,0,"0,05",T,Malo
X360,Action,Tecmo Koei,"0,03","0,01",0,0,"0,05",M,Malo
X360,Shooter,Conspiracy Entertainment,"0,04",0,0,0,"0,05",T,Malo
Wii,Sports,SouthPeak Games,"0,04",0,0,0,"0,05",E,Malo
PC,Strategy,THQ,0,"0,04",0,"0,01","0,05",M,Excelente
X360,Sports,Activision,"0,04",0,0,0,"0,05",E,Malo
Wii,Misc,Majesco Entertainment,"0,04",0,0,0,"0,05",E,Malo
PC,Simulation,Ubisoft,0,"0,04",0,"0,01","0,05",T,Bueno
Wii,Simulation,Konami Digital Entertainment,"0,03","0,01","0,01",0,"0,05",E,Malo
X,Strategy,LucasArts,"0,03","0,01",0,0,"0,05",T,Aceptable
DS,Adventure,Zoo Digital Publishing,"0,04",0,0,0,"0,05",E,Malo
GBA,Action,Atlus,"0,03","0,01",0,0,"0,05",T,Bueno
DS,Puzzle,Atari,"0,04",0,0,0,"0,05",E,Malo
X,Misc,Crave Entertainment,"0,03","0,01",0,0,"0,05",E,Aceptable
PC,Strategy,THQ,0,"0,04",0,"0,01","0,05",E10+,Excelente
PC,Shooter,Activision,"0,01","0,03",0,"0,01","0,05",M,Bueno
X,Shooter,THQ,"0,03","0,01",0,0,"0,05",T,Aceptable
X,Platform,SCi,"0,03","0,01",0,0,"0,05",T,Malo
Wii,Sports,Playlogic Game Factory,"0,04",0,0,0,"0,05",E,Aceptable
PC,Simulation,Microsoft Game Studios,0,"0,04",0,"0,01","0,05",E,Excelente
DS,Simulation,Eidos Interactive,0,"0,04",0,"0,01","0,05",E,Aceptable
PS4,Sports,FuRyu Corporation,"0,04",0,0,"0,01","0,05",T,Malo
DS,Platform,Ubisoft,"0,03","0,01",0,0,"0,05",T,Malo
GC,Shooter,Empire Interactive,"0,03","0,01",0,0,"0,05",M,Malo
Wii,Action,Take-Two Interactive,"0,04","0,01",0,0,"0,05",T,Malo
PC,Sports,Focus Home Interactive,"0,02","0,02",0,"0,01","0,04",T,Bueno
PS4,Racing,Milestone S.r.l,0,"0,04",0,"0,01","0,04",E,Bueno
PS2,Fighting,Crave Entertainment,"0,02","0,02",0,"0,01","0,04",T,Aceptable
DS,Adventure,Rising Star Games,"0,04",0,0,0,"0,04",T,Malo
X360,Shooter,Namco Bandai Games,"0,02","0,03",0,0,"0,04",M,Malo
PS2,Fighting,Unknown,0,0,"0,04",0,"0,04",T,Bueno
PC,Action,Take-Two Interactive,0,"0,04",0,"0,01","0,04",M,Excelente
PC,Adventure,Square Enix,"0,01","0,04",0,0,"0,04",M,Excelente
GC,Platform,Ubisoft,"0,03","0,01",0,0,"0,04",E,Aceptable
PC,Action,Insomniac Games,"0,04",0,0,0,"0,04",E,Bueno
DS,Action,Take-Two Interactive,"0,04",0,0,0,"0,04",E10+,Malo
X,Shooter,Codemasters,"0,03","0,01",0,0,"0,04",T,Aceptable
X360,Sports,Sega,"0,03","0,01",0,0,"0,04",E,Excelente
PC,Strategy,Kalypso Media,0,"0,04",0,"0,01","0,04",T,Bueno
DS,Strategy,Square Enix,"0,01",0,"0,03",0,"0,04",E10+,Bueno
GBA,Role-Playing,Konami Digital Entertainment,"0,03","0,01",0,0,"0,04",T,Bueno
XOne,Racing,Namco Bandai Games,"0,02","0,02",0,0,"0,04",E,Bueno
PSV,Role-Playing,Nippon Ichi Software,"0,03","0,01",0,"0,01","0,04",T,Bueno
PC,Sports,Konami Digital Entertainment,0,"0,04",0,0,"0,04",E,Bueno
DS,Role-Playing,Success,"0,04",0,0,0,"0,04",E10+,Aceptable
PC,Adventure,Focus Home Interactive,0,"0,04",0,"0,01","0,04",T,Bueno
PS4,Fighting,Marvelous Interactive,"0,01",0,"0,02",0,"0,04",T,Aceptable
X,Racing,Empire Interactive,"0,03","0,01",0,0,"0,04",T,Bueno
PS2,Shooter,Eidos Interactive,"0,02","0,02",0,"0,01","0,04",T,Bueno
Wii,Sports,Atari,"0,04",0,0,0,"0,04",E,Malo
PC,Action,Ubisoft,0,"0,03",0,"0,01","0,04",T,Aceptable
X,Strategy,Kool Kizz,"0,03","0,01",0,0,"0,04",E,Bueno
Wii,Shooter,PQube,"0,04",0,0,0,"0,04",T,Aceptable
PSP,Sports,Namco Bandai Games,"0,01","0,01","0,01","0,01","0,04",E,Aceptable
DS,Sports,Electronic Arts,"0,04",0,0,0,"0,04",E,Malo
PC,Simulation,Monte Christo Multimedia,0,"0,04",0,0,"0,04",E,Bueno
PSP,Adventure,5p,0,0,"0,04",0,"0,04",M,Aceptable
X360,Fighting,Ubisoft,"0,04",0,0,0,"0,04",T,Aceptable
PC,Simulation,Ubisoft,0,"0,04",0,"0,01","0,04",T,Excelente
PC,Strategy,Eidos Interactive,0,"0,04",0,0,"0,04",T,Bueno
PS2,Action,Vivendi Games,"0,02","0,02",0,"0,01","0,04",M,Malo
X,Sports,Global Star,"0,03","0,01",0,0,"0,04",M,Aceptable
Wii,Action,Tecmo Koei,"0,04",0,0,0,"0,04",E10+,Malo
PS4,Role-Playing,Aksys Games,"0,01",0,"0,03",0,"0,04",T,Aceptable
X360,Shooter,Majesco Entertainment,"0,04",0,0,0,"0,04",T,Malo
PS4,Action,Nordic Games,0,"0,04",0,"0,01","0,04",E10+,Aceptable
PC,Adventure,DreamCatcher Interactive,0,"0,04",0,0,"0,04",T,Aceptable
PS,Simulation,Konami Digital Entertainment,"0,02","0,02",0,0,"0,04",E,Bueno
X,Racing,Electronic Arts,"0,03","0,01",0,0,"0,04",E,Bueno
PC,Shooter,Capcom,0,"0,04",0,0,"0,04",M,Aceptable
DS,Strategy,LucasArts,"0,03","0,01",0,0,"0,04",E,Malo
X,Fighting,Hudson Soft,"0,03","0,01",0,0,"0,04",T,Aceptable
PC,Racing,Disney Interactive Studios,0,"0,04",0,"0,01","0,04",E10+,Bueno
PSP,Action,D3Publisher,"0,04",0,0,0,"0,04",M,Bueno
PS3,Racing,Deep Silver,"0,02","0,01",0,"0,01","0,04",M,Malo
PC,Racing,Electronic Arts,0,"0,04",0,"0,01","0,04",E10+,Aceptable
GC,Fighting,Atari,"0,03","0,01",0,0,"0,04",T,Bueno
3DS,Action,Ubisoft,"0,03",0,0,0,"0,04",E,Malo
